;chave;NOME;UF;GEOCOD_IBGE;COD_TSE;AJUSTE
3356;pr itauna do sul;ITAÚNA DO SUL;PR;4111308;76198;
3357;pr ivai;IVAÍ;PR;4111407;76210;
3358;pr ivaipora;IVAIPORÃ;PR;4111506;76236;
3359;pr ivate;IVATÉ;PR;4111555;74462;
3360;pr ivatuba;IVATUBA;PR;4111605;76252;
3361;pr jaboti;JABOTI;PR;4111704;76279;
3362;pr jacarezinho;JACAREZINHO;PR;4111803;76295;
3363;pr jaguapita;JAGUAPITÃ;PR;4111902;76317;
3364;pr jaguariaiva;JAGUARIAÍVA;PR;4112009;76333;
3365;pr jandaia do sul;JANDAIA DO SUL;PR;4112108;76350;
3366;pr janiopolis;JANIÓPOLIS;PR;4112207;76376;
3367;pr japira;JAPIRA;PR;4112306;76392;
3368;pr japura;JAPURÁ;PR;4112405;76414;
3369;pr jardim alegre;JARDIM ALEGRE;PR;4112504;76430;
3370;pr jardim olinda;JARDIM OLINDA;PR;4112603;76457;
3371;pr jataizinho;JATAIZINHO;PR;4112702;76473;
3372;pr jesuitas;JESUÍTAS;PR;4112751;79979;
3373;pr joaquim tavora;JOAQUIM TÁVORA;PR;4112801;76490;
3374;pr jundiai do sul;JUNDIAÍ DO SUL;PR;4112900;76511;
3375;pr juranda;JURANDA;PR;4112959;84638;
3376;pr jussara;JUSSARA;PR;4113007;76538;
3377;pr kalore;KALORÉ;PR;4113106;76554;
3378;pr lapa;LAPA;PR;4113205;76570;
3379;pr laranjal;LARANJAL;PR;4113254;74985;
3380;pr laranjeiras do sul;LARANJEIRAS DO SUL;PR;4113304;76597;
3381;pr leopolis;LEÓPOLIS;PR;4113403;76619;
3382;pr lidianopolis;LIDIANÓPOLIS;PR;4113429;74489;
3383;pr lindoeste;LINDOESTE;PR;4113452;74047;
3384;pr loanda;LOANDA;PR;4113502;76635;
3385;pr lobato;LOBATO;PR;4113601;76651;
3386;pr londrina;LONDRINA;PR;4113700;76678;
3387;pr luiziana;LUIZIANA;PR;4113734;75809;
3388;pr lunardelli;LUNARDELLI;PR;4113759;84590;
3389;pr lupionopolis;LUPIONÓPOLIS;PR;4113809;76694;
3390;pr mallet;MALLET;PR;4113908;76716;
3391;pr mambore;MAMBORÊ;PR;4114005;76732;
3392;pr mandaguacu;MANDAGUAÇU;PR;4114104;76759;
3393;pr mandaguari;MANDAGUARI;PR;4114203;76775;
3394;pr mandirituba;MANDIRITUBA;PR;4114302;76791;
3395;pr manfrinopolis;MANFRINÓPOLIS;PR;4114351;75469;
3396;pr mangueirinha;MANGUEIRINHA;PR;4114401;75116;
3397;pr manoel ribas;MANOEL RIBAS;PR;4114500;76813;
3398;pr marechal candido rondon;MARECHAL CÂNDIDO RONDON;PR;4114609;76830;
3399;pr maria helena;MARIA HELENA;PR;4114708;76856;
3400;pr marialva;MARIALVA;PR;4114807;76872;
3401;pr marilandia do sul;MARILÂNDIA DO SUL;PR;4114906;74330;
3402;pr marilena;MARILENA;PR;4115002;79758;
3403;pr mariluz;MARILUZ;PR;4115101;76899;
3404;pr maringa;MARINGÁ;PR;4115200;76910;
3405;pr mariopolis;MARIÓPOLIS;PR;4115309;76937;
3406;pr maripa;MARIPÁ;PR;4115358;74500;
3407;pr marmeleiro;MARMELEIRO;PR;4115408;76953;
3408;pr marquinho;MARQUINHO;PR;4115457;75485;
3409;pr marumbi;MARUMBI;PR;4115507;76970;
3410;pr matelandia;MATELÂNDIA;PR;4115606;76996;
3411;pr matinhos;MATINHOS;PR;4115705;79634;
3412;pr mato rico;MATO RICO;PR;4115739;74527;
3413;pr maua da serra;MAUÁ DA SERRA;PR;4115754;74543;
3414;pr medianeira;MEDIANEIRA;PR;4115804;77011;
3415;pr mercedes;MERCEDES;PR;4115853;74560;
3416;pr mirador;MIRADOR;PR;4115903;77038;
3417;pr miraselva;MIRASELVA;PR;4116000;77054;
3418;pr missal;MISSAL;PR;4116059;84697;
3419;pr moreira sales;MOREIRA SALES;PR;4116109;77070;
3420;pr morretes;MORRETES;PR;4116208;77097;
3421;pr munhoz de melo;MUNHOZ DE MELO;PR;4116307;77119;
3422;pr nossa senhora das gracas;NOSSA SENHORA DAS GRAÇAS;PR;4116406;77135;
3423;pr nova alianca do ivai;NOVA ALIANÇA DO IVAÍ;PR;4116505;77151;
3424;pr nova america da colina;NOVA AMÉRICA DA COLINA;PR;4116604;77178;
3425;pr nova aurora;NOVA AURORA;PR;4116703;79650;
3426;pr nova cantu;NOVA CANTU;PR;4116802;77194;
3427;pr nova esperanca;NOVA ESPERANÇA;PR;4116901;77216;
3428;pr nova esperanca do sudoeste;NOVA ESPERANÇA DO SUDOESTE;PR;4116950;75027;
3429;pr nova fatima;NOVA FÁTIMA;PR;4117008;77232;
3430;pr nova laranjeiras;NOVA LARANJEIRAS;PR;4117057;74586;
3431;pr nova londrina;NOVA LONDRINA;PR;4117107;77259;
3432;pr nova olimpia;NOVA OLÍMPIA;PR;4117206;79677;
3433;pr nova prata do iguacu;NOVA PRATA DO IGUAÇU;PR;4117255;79952;
3434;pr nova santa barbara;NOVA SANTA BÁRBARA;PR;4117214;74608;
3435;pr nova santa rosa;NOVA SANTA ROSA;PR;4117222;79790;
3436;pr nova tebas;NOVA TEBAS;PR;4117271;75760;
3437;pr novo itacolomi;NOVO ITACOLOMI;PR;4117297;74420;
3438;pr ortigueira;ORTIGUEIRA;PR;4117305;77275;
3439;pr ourizona;OURIZONA;PR;4117404;77291;
3440;pr ouro verde do oeste;OURO VERDE DO OESTE;PR;4117453;74063;
3441;pr paicandu;PAIÇANDU;PR;4117503;77313;
3442;pr palmas;PALMAS;PR;4117602;77330;
3443;pr palmeira;PALMEIRA;PR;4117701;77356;
3444;pr palmital;PALMITAL;PR;4117800;77372;
3445;pr palotina;PALOTINA;PR;4117909;77399;
3446;pr paraiso do norte;PARAÍSO DO NORTE;PR;4118006;77410;
3447;pr paranacity;PARANACITY;PR;4118105;77437;
3448;pr paranagua;PARANAGUÁ;PR;4118204;77453;
3449;pr paranapoema;PARANAPOEMA;PR;4118303;77470;
3450;pr paranavai;PARANAVAÍ;PR;4118402;77496;
3451;pr pato bragado;PATO BRAGADO;PR;4118451;74624;
3452;pr pato branco;PATO BRANCO;PR;4118501;77518;
3453;pr paula freitas;PAULA FREITAS;PR;4118600;77534;
3454;pr paulo frontin;PAULO FRONTIN;PR;4118709;77550;
3455;pr peabiru;PEABIRU;PR;4118808;77577;
3456;pr perobal;PEROBAL;PR;4118857;75507;
3457;pr perola;PÉROLA;PR;4118907;79693;
3458;pr perola doeste;PÉROLA D'OESTE;PR;4119004;77593;
3459;pr pien;PIÊN;PR;4119103;77615;
3460;pr pinhais;PINHAIS;PR;4119152;75043;
3461;pr pinhal de sao bento;PINHAL DE SÃO BENTO;PR;4119251;74640;
3462;pr pinhalao;PINHALÃO;PR;4119202;77631;
3463;pr pinhao;PINHÃO;PR;4119301;77658;
3464;pr pirai do sul;PIRAÍ DO SUL;PR;4119400;77674;
3465;pr piraquara;PIRAQUARA;PR;4119509;77690;
3466;pr pitanga;PITANGA;PR;4119608;77712;
3467;pr pitangueiras;PITANGUEIRAS;PR;4119657;74667;
3468;pr planaltina do parana;PLANALTINA DO PARANÁ;PR;4119707;77739;
3469;pr planalto;PLANALTO;PR;4119806;77755;
3470;pr ponta grossa;PONTA GROSSA;PR;4119905;77771;
3471;pr pontal do parana;PONTAL DO PARANÁ;PR;4119954;75523;
3472;pr porecatu;PORECATU;PR;4120002;77798;
3473;pr porto amazonas;PORTO AMAZONAS;PR;4120101;77810;
3474;pr porto barreiro;PORTO BARREIRO;PR;4120150;75540;
3475;pr porto rico;PORTO RICO;PR;4120200;77836;
3476;pr porto vitoria;PORTO VITÓRIA;PR;4120309;77852;
3477;pr prado ferreira;PRADO FERREIRA;PR;4120333;75566;
3478;pr pranchita;PRANCHITA;PR;4120358;79910;
3479;pr presidente castelo branco;PRESIDENTE CASTELO BRANCO;PR;4120408;77879;
3480;pr primeiro de maio;PRIMEIRO DE MAIO;PR;4120507;77895;
3481;pr prudentopolis;PRUDENTÓPOLIS;PR;4120606;77917;
3482;pr quarto centenario;QUARTO CENTENÁRIO;PR;4120655;75582;
3483;pr quatigua;QUATIGUÁ;PR;4120705;77933;
3484;pr quatro barras;QUATRO BARRAS;PR;4120804;77950;
3485;pr quatro pontes;QUATRO PONTES;PR;4120853;74683;
3486;pr quedas do iguacu;QUEDAS DO IGUAÇU;PR;4120903;79553;
3487;pr querencia do norte;QUERÊNCIA DO NORTE;PR;4121000;77976;
3488;pr quinta do sol;QUINTA DO SOL;PR;4121109;77992;
3489;pr quitandinha;QUITANDINHA;PR;4121208;78018;
3490;pr ramilandia;RAMILÂNDIA;PR;4121257;74705;
3491;pr rancho alegre;RANCHO ALEGRE;PR;4121307;78034;
3492;pr rancho alegre doeste;RANCHO ALEGRE D'OESTE;PR;4121356;74721;
3493;pr realeza;REALEZA;PR;4121406;78050;
3494;pr reboucas;REBOUÇAS;PR;4121505;78077;
3495;pr renascenca;RENASCENÇA;PR;4121604;78093;
3496;pr reserva;RESERVA;PR;4121703;78115;
3497;pr reserva do iguacu;RESERVA DO IGUAÇU;PR;4121752;75604;
3498;pr ribeirao claro;RIBEIRÃO CLARO;PR;4121802;78131;
3499;pr ribeirao do pinhal;RIBEIRÃO DO PINHAL;PR;4121901;78158;
3500;pr rio azul;RIO AZUL;PR;4122008;78174;
3501;pr rio bom;RIO BOM;PR;4122107;78190;
3502;pr rio bonito do iguacu;RIO BONITO DO IGUAÇU;PR;4122156;74748;
3503;pr rio branco do ivai;RIO BRANCO DO IVAÍ;PR;4122172;75620;
3504;pr rio branco do sul;RIO BRANCO DO SUL;PR;4122206;78212;
3505;pr rio negro;RIO NEGRO;PR;4122305;78239;
3506;pr rolandia;ROLÂNDIA;PR;4122404;78255;
3507;pr roncador;RONCADOR;PR;4122503;78271;
3508;pr rondon;RONDON;PR;4122602;78298;
3509;pr rosario do ivai;ROSÁRIO DO IVAÍ;PR;4122651;75744;
3510;pr sabaudia;SABÁUDIA;PR;4122701;78310;
3511;pr salgado filho;SALGADO FILHO;PR;4122800;78336;
3512;pr salto do itarare;SALTO DO ITARARÉ;PR;4122909;78352;
3513;pr salto do lontra;SALTO DO LONTRA;PR;4123006;78379;
3514;pr santa amelia;SANTA AMÉLIA;PR;4123105;78395;
3515;pr santa cecilia do pavao;SANTA CECÍLIA DO PAVÃO;PR;4123204;78417;
3516;pr santa cruz de monte castelo;SANTA CRUZ DE MONTE CASTELO;PR;4123303;78433;
3517;pr santa fe;SANTA FÉ;PR;4123402;78450;
3518;pr santa helena;SANTA HELENA;PR;4123501;79715;
3519;pr santa ines;SANTA INÊS;PR;4123600;78476;
3520;pr santa isabel do ivai;SANTA ISABEL DO IVAÍ;PR;4123709;78492;
3521;pr santa izabel do oeste;SANTA IZABEL DO OESTE;PR;4123808;78514;
3522;pr santa lucia;SANTA LÚCIA;PR;4123824;74764;
3523;pr santa maria do oeste;SANTA MARIA DO OESTE;PR;4123857;74802;
3524;pr santa mariana;SANTA MARIANA;PR;4123907;78530;
3525;pr santa monica;SANTA MÔNICA;PR;4123956;74829;
3526;pr santa tereza do oeste;SANTA TEREZA DO OESTE;PR;4124020;74080;
3527;pr santa terezinha de itaipu;SANTA TEREZINHA DE ITAIPU;PR;4124053;84670;
3528;pr santana do itarare;SANTANA DO ITARARÉ;PR;4124004;78557;
3529;pr santo antonio da platina;SANTO ANTÔNIO DA PLATINA;PR;4124103;78590;
3530;pr santo antonio do caiua;SANTO ANTONIO DO CAIUÁ;PR;4124202;78611;
3531;pr santo antonio do paraiso;SANTO ANTÔNIO DO PARAÍSO;PR;4124301;78638;
3532;pr santo antonio do sudoeste;SANTO ANTÔNIO DO SUDOESTE;PR;4124400;78573;
3533;pr santo inacio;SANTO INÁCIO;PR;4124509;78654;
3534;pr sao carlos do ivai;SÃO CARLOS DO IVAÍ;PR;4124608;78670;
3535;pr sao jeronimo da serra;SÃO JERÔNIMO DA SERRA;PR;4124707;78697;
3536;pr sao joao;SÃO JOÃO;PR;4124806;78719;
3537;pr sao joao do caiua;SÃO JOÃO DO CAIUÁ;PR;4124905;78735;
3538;pr sao joao do ivai;SÃO JOÃO DO IVAÍ;PR;4125001;78751;
3539;pr sao joao do triunfo;SÃO JOÃO DO TRIUNFO;PR;4125100;78778;
3540;pr sao jorge do ivai;SÃO JORGE DO IVAÍ;PR;4125308;78794;
3541;pr sao jorge do patrocinio;SÃO JORGE DO PATROCÍNIO;PR;4125357;79995;
3542;pr sao jorge doeste;SÃO JORGE D'OESTE;PR;4125209;78816;
3543;pr sao jose da boa vista;SÃO JOSÉ DA BOA VISTA;PR;4125407;78832;
3544;pr sao jose das palmeiras;SÃO JOSÉ DAS PALMEIRAS;PR;4125456;84719;
3545;pr sao jose dos pinhais;SÃO JOSÉ DOS PINHAIS;PR;4125506;78859;
3546;pr sao manoel do parana;SÃO MANOEL DO PARANÁ;PR;4125555;74845;
3547;pr sao mateus do sul;SÃO MATEUS DO SUL;PR;4125605;78875;
3548;pr sao miguel do iguacu;SÃO MIGUEL DO IGUAÇU;PR;4125704;78891;
3549;pr sao pedro do iguacu;SÃO PEDRO DO IGUAÇU;PR;4125753;74861;
3550;pr sao pedro do ivai;SÃO PEDRO DO IVAÍ;PR;4125803;78913;
3551;pr sao pedro do parana;SÃO PEDRO DO PARANÁ;PR;4125902;78930;
3552;pr sao sebastiao da amoreira;SÃO SEBASTIÃO DA AMOREIRA;PR;4126009;78956;
3553;pr sao tome;SÃO TOMÉ;PR;4126108;78972;
3554;pr sapopema;SAPOPEMA;PR;4126207;78999;
3555;pr sarandi;SARANDI;PR;4126256;84611;
3556;pr saudade do iguacu;SAUDADE DO IGUAÇU;PR;4126272;75060;
3557;pr senges;SENGÉS;PR;4126306;79014;
3558;pr serranopolis do iguacu;SERRANÓPOLIS DO IGUAÇU;PR;4126355;75647;
3559;pr sertaneja;SERTANEJA;PR;4126405;79030;
3560;pr sertanopolis;SERTANÓPOLIS;PR;4126504;79057;
3561;pr siqueira campos;SIQUEIRA CAMPOS;PR;4126603;79073;
3562;pr sulina;SULINA;PR;4126652;75787;
3563;pr tamarana;TAMARANA;PR;4126678;75663;
3564;pr tamboara;TAMBOARA;PR;4126702;79090;
3565;pr tapejara;TAPEJARA;PR;4126801;79111;
3566;pr tapira;TAPIRA;PR;4126900;79731;
3567;pr teixeira soares;TEIXEIRA SOARES;PR;4127007;79138;
3568;pr telemaco borba;TELÊMACO BORBA;PR;4127106;79154;
3569;pr terra boa;TERRA BOA;PR;4127205;79170;
3570;pr terra rica;TERRA RICA;PR;4127304;79197;
3571;pr terra roxa;TERRA ROXA;PR;4127403;79219;
3572;pr tibagi;TIBAGI;PR;4127502;79235;
3573;pr tijucas do sul;TIJUCAS DO SUL;PR;4127601;79251;
3574;pr toledo;TOLEDO;PR;4127700;79278;
3575;pr tomazina;TOMAZINA;PR;4127809;79294;
3576;pr tres barras do parana;TRÊS BARRAS DO PARANÁ;PR;4127858;79871;
3577;pr tunas do parana;TUNAS DO PARANÁ;PR;4127882;74888;
3578;pr tuneiras do oeste;TUNEIRAS DO OESTE;PR;4127908;79316;
3579;pr tupassi;TUPÃSSI;PR;4127957;79936;
3580;pr turvo;TURVO;PR;4127965;84530;
3581;pr ubirata;UBIRATÃ;PR;4128005;79332;
3582;pr umuarama;UMUARAMA;PR;4128104;79359;
3583;pr uniao da vitoria;UNIÃO DA VITÓRIA;PR;4128203;79375;
3584;pr uniflor;UNIFLOR;PR;4128302;79391;
3585;pr urai;URAÍ;PR;4128401;79413;
3586;pr ventania;VENTANIA;PR;4128534;74900;
3587;pr vera cruz do oeste;VERA CRUZ DO OESTE;PR;4128559;79898;
3588;pr vere;VERÊ;PR;4128609;79456;
3589;pr virmond;VIRMOND;PR;4128658;74969;
3590;pr vitorino;VITORINO;PR;4128708;79472;
3591;pr wenceslau braz;WENCESLAU BRAZ;PR;4128500;79430;
3592;pr xambre;XAMBRÊ;PR;4128807;79499;
3593;rj angra dos reis;ANGRA DOS REIS;RJ;3300100;58017;
3594;rj aperibe;APERIBÉ;RJ;3300159;58181;
3595;rj araruama;ARARUAMA;RJ;3300209;58033;
3596;rj areal;AREAL;RJ;3300225;58220;
3597;rj armacao dos buzios;ARMAÇÃO DOS BÚZIOS;RJ;3300233;58408;
3598;rj arraial do cabo;ARRAIAL DO CABO;RJ;3300258;59277;
3599;rj barra do pirai;BARRA DO PIRAÍ;RJ;3300308;58050;
3600;rj barra mansa;BARRA MANSA;RJ;3300407;58076;
3601;rj belford roxo;BELFORD ROXO;RJ;3300456;58041;
3602;rj bom jardim;BOM JARDIM;RJ;3300506;58092;
3603;rj bom jesus do itabapoana;BOM JESUS DO ITABAPOANA;RJ;3300605;58114;
3604;rj cabo frio;CABO FRIO;RJ;3300704;58130;
3605;rj cachoeiras de macacu;CACHOEIRAS DE MACACU;RJ;3300803;58157;
3606;rj cambuci;CAMBUCI;RJ;3300902;58173;
3607;rj campos dos goytacazes;CAMPOS DOS GOYTACAZES;RJ;3301009;58190;
3608;rj cantagalo;CANTAGALO;RJ;3301108;58211;
3609;rj carapebus;CARAPEBUS;RJ;3300936;58300;
3610;rj cardoso moreira;CARDOSO MOREIRA;RJ;3301157;58068;
3611;rj carmo;CARMO;RJ;3301207;58238;
3612;rj casimiro de abreu;CASIMIRO DE ABREU;RJ;3301306;58254;
3613;rj comendador levy gasparian;COMENDADOR LEVY GASPARIAN;RJ;3300951;58165;
3614;rj conceicao de macabu;CONCEIÇÃO DE MACABU;RJ;3301405;58270;
3615;rj cordeiro;CORDEIRO;RJ;3301504;58297;
3616;rj duas barras;DUAS BARRAS;RJ;3301603;58319;
3617;rj duque de caxias;DUQUE DE CAXIAS;RJ;3301702;58335;
3618;rj engenheiro paulo de frontin;ENGENHEIRO PAULO DE FRONTIN;RJ;3301801;58351;
3619;rj guapimirim;GUAPIMIRIM;RJ;3301850;58106;
3620;rj iguaba grande;IGUABA GRANDE;RJ;3301876;58262;
3621;rj itaborai;ITABORAÍ;RJ;3301900;58378;
3622;rj itaguai;ITAGUAÍ;RJ;3302007;58394;
3623;rj italva;ITALVA;RJ;3302056;59293;
3624;rj itaocara;ITAOCARA;RJ;3302106;58416;
3625;rj itaperuna;ITAPERUNA;RJ;3302205;58432;
3626;rj itatiaia;ITATIAIA;RJ;3302254;58440;
3627;rj japeri;JAPERI;RJ;3302270;58149;
3628;rj laje do muriae;LAJE DO MURIAÉ;RJ;3302304;58459;
3629;rj macae;MACAÉ;RJ;3302403;58475;
3630;rj macuco;MACUCO;RJ;3302452;58386;
3631;rj mage;MAGÉ;RJ;3302502;58491;
3632;rj mangaratiba;MANGARATIBA;RJ;3302601;58513;
3633;rj marica;MARICÁ;RJ;3302700;58530;
3634;rj mendes;MENDES;RJ;3302809;58556;
3635;rj mesquita;MESQUITA;RJ;3302858;58467;
3636;rj miguel pereira;MIGUEL PEREIRA;RJ;3302908;58572;
3637;rj miracema;MIRACEMA;RJ;3303005;58599;
3638;rj natividade;NATIVIDADE;RJ;3303104;58610;
3639;rj nilopolis;NILÓPOLIS;RJ;3303203;58637;
3640;rj niteroi;NITERÓI;RJ;3303302;58653;
3641;rj nova friburgo;NOVA FRIBURGO;RJ;3303401;58670;
3642;rj nova iguacu;NOVA IGUAÇU;RJ;3303500;58696;
3643;rj paracambi;PARACAMBI;RJ;3303609;58718;
3644;rj paraiba do sul;PARAÍBA DO SUL;RJ;3303708;58734;
3645;rj paraty;PARATY;RJ;3303807;58750;
3646;rj paty do alferes;PATY DO ALFERES;RJ;3303856;59315;
3647;rj petropolis;PETRÓPOLIS;RJ;3303906;58777;
3648;rj pinheiral;PINHEIRAL;RJ;3303955;58246;
3649;rj pirai;PIRAÍ;RJ;3304003;58793;
3650;rj porciuncula;PORCIÚNCULA;RJ;3304102;58815;
3651;rj porto real;PORTO REAL;RJ;3304110;58327;
3652;rj quatis;QUATIS;RJ;3304128;58025;
3653;rj queimados;QUEIMADOS;RJ;3304144;58122;
3654;rj quissama;QUISSAMÃ;RJ;3304151;58009;
3655;rj resende;RESENDE;RJ;3304201;58831;
3656;rj rio bonito;RIO BONITO;RJ;3304300;58858;
3657;rj rio claro;RIO CLARO;RJ;3304409;58874;
3658;rj rio das flores;RIO DAS FLORES;RJ;3304508;58890;
3659;rj rio das ostras;RIO DAS OSTRAS;RJ;3304524;58203;
3660;rj rio de janeiro;RIO DE JANEIRO;RJ;3304557;60011;
3661;rj santa maria madalena;SANTA MARIA MADALENA;RJ;3304607;58912;
3662;rj santo antonio de padua;SANTO ANTÔNIO DE PÁDUA;RJ;3304706;58939;
3663;rj sao fidelis;SÃO FIDÉLIS;RJ;3304805;58955;
3664;rj sao francisco de itabapoana;SÃO FRANCISCO DE ITABAPOANA;RJ;3304755;58289;
3665;rj sao goncalo;SÃO GONÇALO;RJ;3304904;58971;
3666;rj sao joao da barra;SÃO JOÃO DA BARRA;RJ;3305000;58998;
3667;rj sao joao de meriti;SÃO JOÃO DE MERITI;RJ;3305109;59013;
3668;rj sao jose de uba;SÃO JOSÉ DE UBÁ;RJ;3305133;58343;
3669;rj sao jose do vale do rio preto;SÃO JOSÉ DO VALE DO RIO PRETO;RJ;3305158;59331;
3670;rj sao pedro da aldeia;SÃO PEDRO DA ALDEIA;RJ;3305208;59030;
3671;rj sao sebastiao do alto;SÃO SEBASTIÃO DO ALTO;RJ;3305307;59056;
3672;rj sapucaia;SAPUCAIA;RJ;3305406;59072;
3673;rj saquarema;SAQUAREMA;RJ;3305505;59099;
3674;rj seropedica;SEROPÉDICA;RJ;3305554;58424;
3675;rj silva jardim;SILVA JARDIM;RJ;3305604;59110;
3676;rj sumidouro;SUMIDOURO;RJ;3305703;59137;
3677;rj tangua;TANGUÁ;RJ;3305752;58360;
3678;rj teresopolis;TERESÓPOLIS;RJ;3305802;59153;
3679;rj trajano de morais;TRAJANO DE MORAIS;RJ;3305901;59170;S
3680;rj tres rios;TRÊS RIOS;RJ;3306008;59196;
3681;rj valenca;VALENÇA;RJ;3306107;59218;
3682;rj varre-sai;VARRE-SAI;RJ;3306156;58084;
3683;rj vassouras;VASSOURAS;RJ;3306206;59234;
3684;rj volta redonda;VOLTA REDONDA;RJ;3306305;59250;
3685;rn acari;ACARI;RN;2400109;16012;
3686;rn afonso bezerra;AFONSO BEZERRA;RN;2400307;16055;
3687;rn agua nova;ÁGUA NOVA;RN;2400406;16071;
3688;rn alexandria;ALEXANDRIA;RN;2400505;16098;
3689;rn almino afonso;ALMINO AFONSO;RN;2400604;16110;
3690;rn alto do rodrigues;ALTO DO RODRIGUES;RN;2400703;16136;
3691;rn angicos;ANGICOS;RN;2400802;16152;
3692;rn antonio martins;ANTÔNIO MARTINS;RN;2400901;16179;
3693;rn apodi;APODI;RN;2401008;16195;
3694;rn areia branca;AREIA BRANCA;RN;2401107;16217;
3695;rn ares;ARÊS;RN;2401206;16233;
3696;rn assu;ASSÚ;RN;2400208;16039;S
3697;rn baia formosa;BAÍA FORMOSA;RN;2401404;16276;
3698;rn barauna;BARAÚNA;RN;2401453;30031;
3699;rn barcelona;BARCELONA;RN;2401503;16292;
3700;rn bento fernandes;BENTO FERNANDES;RN;2401602;16314;
3701;rn boa saude;BOA SAÚDE;RN;2405306;17035;S
3702;rn bodo;BODÓ;RN;2401651;16101;
3703;rn bom jesus;BOM JESUS;RN;2401701;16330;
3704;rn brejinho;BREJINHO;RN;2401800;16357;
3705;rn caicara do norte;CAIÇARA DO NORTE;RN;2401859;16047;
3706;rn caicara do rio do vento;CAIÇARA DO RIO DO VENTO;RN;2401909;16373;
3707;rn caico;CAICÓ;RN;2402006;16390;
3708;rn campo grande;CAMPO GRANDE;RN;2401305;16250;S
3709;rn campo redondo;CAMPO REDONDO;RN;2402105;16411;
3710;rn canguaretama;CANGUARETAMA;RN;2402204;16438;
3711;rn caraubas;CARAÚBAS;RN;2402303;16454;
3712;rn carnauba dos dantas;CARNAÚBA DOS DANTAS;RN;2402402;16470;
3713;rn carnaubais;CARNAUBAIS;RN;2402501;16497;
3714;rn ceara-mirim;CEARÁ-MIRIM;RN;2402600;16519;
3715;rn cerro cora;CERRO CORÁ;RN;2402709;16535;
3716;rn coronel ezequiel;CORONEL EZEQUIEL;RN;2402808;16551;
3717;rn coronel joao pessoa;CORONEL JOÃO PESSOA;RN;2402907;16578;
3718;rn cruzeta;CRUZETA;RN;2403004;16594;
3719;rn currais novos;CURRAIS NOVOS;RN;2403103;16616;
3720;rn doutor severiano;DOUTOR SEVERIANO;RN;2403202;16632;
3721;rn encanto;ENCANTO;RN;2403301;16659;
3722;rn equador;EQUADOR;RN;2403400;16675;
3723;rn espirito santo;ESPÍRITO SANTO;RN;2403509;16691;
3724;rn extremoz;EXTREMOZ;RN;2403608;16713;
3725;rn felipe guerra;FELIPE GUERRA;RN;2403707;16730;
3726;rn fernando pedroza;FERNANDO PEDROZA;RN;2403756;16144;
3727;rn florania;FLORÂNIA;RN;2403806;16756;
3728;rn francisco dantas;FRANCISCO DANTAS;RN;2403905;16772;
3729;rn frutuoso gomes;FRUTUOSO GOMES;RN;2404002;17515;
3730;rn galinhos;GALINHOS;RN;2404101;16799;
3731;rn goianinha;GOIANINHA;RN;2404200;16810;
3732;rn governador dix-sept rosado;GOVERNADOR DIX-SEPT ROSADO;RN;2404309;16837;
3733;rn grossos;GROSSOS;RN;2404408;16853;
3734;rn guamare;GUAMARÉ;RN;2404507;16870;
3735;rn ielmo marinho;IELMO MARINHO;RN;2404606;16896;
3736;rn ipanguacu;IPANGUAÇU;RN;2404705;16918;
3737;rn ipueira;IPUEIRA;RN;2404804;16934;
3738;rn itaja;ITAJÁ;RN;2404853;16080;
3739;rn itau;ITAÚ;RN;2404903;16950;
3740;rn jacana;JAÇANÃ;RN;2405009;16977;
3741;rn jandaira;JANDAÍRA;RN;2405108;16993;
3742;rn janduis;JANDUÍS;RN;2405207;17019;
3743;rn japi;JAPI;RN;2405405;17051;
3744;rn jardim de angicos;JARDIM DE ANGICOS;RN;2405504;17078;
3745;rn jardim de piranhas;JARDIM DE PIRANHAS;RN;2405603;17094;
3746;rn jardim do serido;JARDIM DO SERIDÓ;RN;2405702;17116;
3747;rn joao camara;JOÃO CÂMARA;RN;2405801;17132;
3748;rn joao dias;JOÃO DIAS;RN;2405900;17159;
3749;rn jose da penha;JOSÉ DA PENHA;RN;2406007;17175;
3750;rn jucurutu;JUCURUTU;RN;2406106;17191;
3751;rn jundia;JUNDIÁ;RN;2406155;16306;
3752;rn lagoa danta;LAGOA D'ANTA;RN;2406205;17230;
3753;rn lagoa de pedras;LAGOA DE PEDRAS;RN;2406304;17256;
3754;rn lagoa de velhos;LAGOA DE VELHOS;RN;2406403;17272;
3755;rn lagoa nova;LAGOA NOVA;RN;2406502;17299;
3756;rn lagoa salgada;LAGOA SALGADA;RN;2406601;17310;
3757;rn lajes;LAJES;RN;2406700;17337;
3758;rn lajes pintadas;LAJES PINTADAS;RN;2406809;17353;
3759;rn lucrecia;LUCRÉCIA;RN;2406908;17370;
3760;rn luis gomes;LUÍS GOMES;RN;2407005;17396;
3761;rn macaiba;MACAÍBA;RN;2407104;17418;
3762;rn macau;MACAU;RN;2407203;17434;
3763;rn major sales;MAJOR SALES;RN;2407252;16160;
3764;rn marcelino vieira;MARCELINO VIEIRA;RN;2407302;17450;
3765;rn martins;MARTINS;RN;2407401;17477;
3766;rn maxaranguape;MAXARANGUAPE;RN;2407500;17493;
3767;rn messias targino;MESSIAS TARGINO;RN;2407609;17213;
3768;rn montanhas;MONTANHAS;RN;2407708;17531;
3769;rn monte alegre;MONTE ALEGRE;RN;2407807;17558;
